#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds
1740	TCONS_l2_00019934	chr3	+	151488215	151491740	151491740	151491740	2	151488215,151491217,	151488399,151491740,
1740	TCONS_l2_00019935	chr3	+	151488243	151502682	151502682	151502682	3	151488243,151493482,151501619,	151488399,151493552,151502682,
1740	TCONS_l2_00018935	chr3	+	151488245	151502649	151502649	151502649	2	151488245,151501619,	151488399,151502649,
1740	TCONS_l2_00019936	chr3	+	151491266	151501697	151501697	151501697	3	151491266,151493482,151501619,	151491440,151493552,151501697,
1743	TCONS_00006275	chr3	+	151791248	151831224	151831224	151831224	2	151791248,151831058,	151791505,151831224,
1743	TCONS_00005849	chr3	-	151835961	151869513	151869513	151869513	2	151835961,151869454,	151836456,151869513,
1747	TCONS_00005625	chr3	+	152365934	152368236	152368236	152368236	2	152365934,152368148,	152366333,152368236,
1747	TCONS_00005626	chr3	+	152368257	152369774	152369774	152369774	2	152368257,152369594,	152368390,152369774,
1747	TCONS_00006277	chr3	+	152368262	152396572	152396572	152396572	4	152368262,152369594,152395949,152396199,	152368390,152369773,152396046,152396572,
1747	TCONS_00006276	chr3	+	152368262	152394985	152394985	152394985	3	152368262,152369594,152394902,	152368390,152369773,152394985,
1747	TCONS_00007007	chr3	+	152368262	152376294	152376294	152376294	3	152368262,152369594,152376257,	152368390,152369773,152376294,
1747	TCONS_00007008	chr3	+	152368274	152396121	152396121	152396121	3	152368274,152369594,152395949,	152368390,152369773,152396121,
1747	TCONS_00006279	chr3	+	152395834	152396360	152396360	152396360	2	152395834,152396199,	152396046,152396360,
1748	TCONS_00007009	chr3	+	152453900	152455576	152455576	152455576	2	152453900,152455432,	152453968,152455576,
1748	TCONS_00006280	chr3	+	152487184	152517694	152517694	152517694	3	152487184,152505090,152517590,	152487218,152505252,152517694,
1751	TCONS_00005850	chr3	-	152874299	152879564	152879564	152879564	2	152874299,152879434,	152874492,152879564,
1752	TCONS_00007010	chr3	+	153069867	153075032	153075032	153075032	2	153069867,153074896,	153069987,153075032,
1752	TCONS_00005627	chr3	+	153074895	153091975	153091975	153091975	2	153074895,153091474,	153075028,153091975,
1753	TCONS_00005628	chr3	+	153094619	153095351	153095351	153095351	2	153094619,153095034,	153094684,153095351,
1753	TCONS_00006281	chr3	+	153101577	153108386	153108386	153108386	2	153101577,153104035,	153103807,153108386,
1753	TCONS_00005471	chr3	-	153102722	153105157	153105157	153105157	2	153102722,153103656,	153103179,153105157,
1753	TCONS_00005629	chr3	+	153149644	153161320	153161320	153161320	3	153149644,153158271,153161062,	153149784,153158388,153161320,
1755	TCONS_00007011	chr3	+	153480917	153482081	153482081	153482081	2	153480917,153481849,	153481256,153482081,
1761	TCONS_00005853	chr3	-	154229323	154257098	154257098	154257098	2	154229323,154257054,	154229558,154257098,
1764	TCONS_00005854	chr3	-	154544804	154578806	154578806	154578806	2	154544804,154578580,	154544929,154578806,
1765	TCONS_00005855	chr3	-	154687071	154688012	154688012	154688012	2	154687071,154687891,	154687471,154688012,
1767	TCONS_00007013	chr3	+	154958731	154976503	154976503	154976503	3	154958731,154959266,154976046,	154958869,154959414,154976503,
1767	TCONS_00007012	chr3	+	154958731	154960896	154960896	154960896	3	154958731,154959266,154960689,	154958869,154959414,154960896,
1767	TCONS_00005436	chr3	+	154958733	154960798	154960798	154960798	2	154958733,154960689,	154959414,154960798,
1767	TCONS_00005631	chr3	+	154958736	154960933	154960933	154960933	3	154958736,154959266,154960689,	154958767,154959414,154960933,
1767	TCONS_00006282	chr3	+	154958741	154976547	154976547	154976547	3	154958741,154959266,154976046,	154958767,154959414,154976547,
1767	TCONS_00006283	chr3	+	154973292	154976503	154976503	154976503	2	154973292,154976046,	154973363,154976503,
1767	TCONS_l2_00019586	chr3	-	155007933	155011539	155011539	155011539	3	155007933,155008728,155011408,	155008635,155008827,155011539,
1767	TCONS_l2_00019587	chr3	-	155008489	155008832	155008832	155008832	2	155008489,155008728,	155008635,155008832,
1767	TCONS_00005632	chr3	+	155008976	155011965	155011965	155011965	3	155008976,155011480,155011709,	155009080,155011564,155011965,
1771	TCONS_00007014	chr3	+	155572512	155580750	155580750	155580750	3	155572512,155576040,155580438,	155572566,155576123,155580750,
1771	TCONS_00006284	chr3	+	155572520	155581520	155581520	155581520	3	155572520,155576040,155580438,	155572867,155576123,155581520,
1771	TCONS_00007015	chr3	+	155572677	155580750	155580750	155580750	3	155572677,155576040,155580438,	155572767,155576123,155580750,
1773	TCONS_l2_00019588	chr3	-	155761850	155762411	155762411	155762411	2	155761850,155762377,	155762266,155762411,
1779	TCONS_l2_00019596	chr3	-	156505649	156534806	156534806	156534806	2	156505649,156534675,	156506434,156534806,
1779	TCONS_00006285	chr3	+	156535039	156536805	156536805	156536805	3	156535039,156535986,156536631,	156535070,156536147,156536805,
1781	TCONS_00005401	chr3	-	156799456	156840791	156840791	156840791	4	156799456,156819723,156821146,156840664,	156801064,156819881,156821268,156840791,
1781	TCONS_00005633	chr3	+	156799629	156806336	156806336	156806336	3	156799629,156805647,156806075,	156800707,156805805,156806336,
1781	TCONS_00006693	chr3	-	156800898	156819880	156819880	156819880	2	156800898,156819723,	156801064,156819880,
1781	TCONS_00007017	chr3	+	156807551	156818926	156818926	156818926	3	156807551,156817271,156818454,	156807911,156817370,156818926,
1781	TCONS_00005387	chr3	+	156807669	156818923	156818923	156818923	3	156807669,156817271,156818474,	156807911,156817370,156818923,
1781	TCONS_00005635	chr3	+	156807669	156817945	156817945	156817945	3	156807669,156817271,156817715,	156807911,156817370,156817945,
1781	TCONS_00005634	chr3	+	156807669	156817618	156817618	156817618	2	156807669,156817271,	156807911,156817618,
1781	TCONS_00007018	chr3	+	156817267	156818591	156818591	156818591	2	156817267,156818474,	156817370,156818591,
1781	TCONS_00006694	chr3	-	156821147	156840779	156840779	156840779	2	156821147,156840664,	156821268,156840779,
1788	TCONS_00005860	chr3	-	157694349	157695925	157695925	157695925	2	157694349,157695834,	157694724,157695925,
1788	TCONS_00005861	chr3	-	157734004	157806772	157806772	157806772	5	157734004,157777566,157789757,157791661,157806571,	157734232,157777640,157789909,157791722,157806772,
1788	TCONS_00005862	chr3	-	157734159	157806786	157806786	157806786	3	157734159,157734852,157806571,	157734232,157734957,157806786,
1794	TCONS_l2_00018962	chr3	+	158487100	158502276	158502276	158502276	2	158487100,158501667,	158487271,158502276,
1794	TCONS_00006291	chr3	+	158586304	158587531	158587531	158587531	2	158586304,158587027,	158586387,158587531,
1804	TCONS_l2_00019954	chr3	+	159818477	159820661	159820661	159820661	3	159818477,159819807,159820053,	159819701,159819944,159820661,
1805	TCONS_00005864	chr3	-	159924295	159943086	159943086	159943086	4	159924295,159924641,159941958,159942929,	159924472,159924757,159942046,159943086,
1817	TCONS_00005865	chr3	-	161534696	161539696	161539696	161539696	2	161534696,161539484,	161534967,161539696,
1827	TCONS_l2_00020240	chr3	-	162845710	162900698	162900698	162900698	3	162845710,162895688,162900618,	162845859,162895889,162900698,
1827	TCONS_l2_00019608	chr3	-	162895496	162905029	162905029	162905029	3	162895496,162900618,162904855,	162895889,162900716,162905029,
1827	TCONS_l2_00019609	chr3	-	162917416	162919402	162919402	162919402	2	162917416,162919325,	162917542,162919402,
1828	TCONS_l2_00020247	chr3	-	162936847	163021105	163021105	163021105	5	162936847,162937888,162992983,162996297,163021025,	162936965,162937975,162993107,162996391,163021105,
1828	TCONS_l2_00019610	chr3	-	162937671	162996391	162996391	162996391	3	162937671,162992983,162996297,	162937975,162993107,162996391,
1828	TCONS_l2_00020248	chr3	-	162937703	163021103	163021103	163021103	4	162937703,162992983,162996297,163021025,	162937975,162993107,162996391,163021103,
1830	TCONS_00005639	chr3	+	163192854	163197153	163197153	163197153	2	163192854,163196489,	163192939,163197153,
1838	TCONS_00007029	chr3	+	164280959	164334281	164334281	164334281	3	164280959,164326779,164333586,	164281013,164326856,164334281,
1838	TCONS_00006294	chr3	+	164326824	164338571	164338571	164338571	2	164326824,164337112,	164326856,164338571,
1838	TCONS_00006703	chr3	-	164326844	164337782	164337782	164337782	2	164326844,164337116,	164326860,164337782,
1839	TCONS_00005874	chr3	-	164388665	164403864	164403864	164403864	4	164388665,164401604,164402986,164403811,	164389019,164401689,164403070,164403864,
1839	TCONS_00005875	chr3	-	164431882	164448824	164448824	164448824	2	164431882,164448659,	164432270,164448824,
1842	TCONS_00005877	chr3	-	164867793	164875850	164875850	164875850	2	164867793,164875690,	164869581,164875850,
1845	TCONS_l2_00018979	chr3	+	165178240	165257101	165257101	165257101	6	165178240,165208983,165213008,165215731,165229298,165256852,	165178420,165209054,165213054,165215968,165229439,165257101,
1845	TCONS_l2_00018978	chr3	+	165178240	165215998	165215998	165215998	4	165178240,165208983,165213008,165215731,	165178420,165209054,165213054,165215998,
1845	TCONS_l2_00018981	chr3	+	165178248	165257047	165257047	165257047	7	165178248,165208983,165213008,165215731,165216908,165229298,165256852,	165178420,165209054,165213054,165215968,165217075,165229439,165257047,
1845	TCONS_l2_00018980	chr3	+	165178248	165238475	165238475	165238475	6	165178248,165208983,165213008,165215731,165229298,165238467,	165178420,165209054,165213054,165215968,165229439,165238475,
1845	TCONS_l2_00018982	chr3	+	165178254	165209055	165209055	165209055	2	165178254,165208983,	165178420,165209055,
1845	TCONS_00005474	chr3	-	165197867	165244265	165244265	165244265	3	165197867,165221012,165244199,	165199314,165221122,165244265,
1853	TCONS_00006302	chr3	+	166255714	166261364	166261364	166261364	2	166255714,166260875,	166256052,166261364,
1853	TCONS_00005878	chr3	-	166287480	166288551	166288551	166288551	2	166287480,166288462,	166288146,166288551,
1855	TCONS_l2_00020255	chr3	-	166552808	166562744	166562744	166562744	2	166552808,166562666,	166553519,166562744,
1856	TCONS_00006704	chr3	-	166641737	166643655	166643655	166643655	2	166641737,166643393,	166641838,166643655,
1856	TCONS_00006705	chr3	-	166647133	166674718	166674718	166674718	2	166647133,166674580,	166647343,166674718,
1858	TCONS_00006706	chr3	-	166896244	166901168	166901168	166901168	2	166896244,166901097,	166896440,166901168,
1863	TCONS_00005645	chr3	+	167582560	167594705	167594705	167594705	2	167582560,167594282,	167582594,167594705,
1863	TCONS_00005646	chr3	+	167582636	167584402	167584402	167584402	2	167582636,167583913,	167582707,167584402,
1863	TCONS_00005879	chr3	-	167584287	167588765	167588765	167588765	3	167584287,167588044,167588653,	167584675,167588102,167588765,
1863	TCONS_00005647	chr3	+	167584422	167601170	167601170	167601170	7	167584422,167584656,167588692,167595460,167596707,167598108,167600975,	167584574,167584718,167588760,167595523,167596753,167598183,167601170,
1863	TCONS_00006304	chr3	+	167584427	167596611	167596611	167596611	3	167584427,167595460,167596196,	167584718,167595523,167596611,
1863	TCONS_00005648	chr3	+	167613754	167632427	167632427	167632427	5	167613754,167621093,167623650,167630573,167632270,	167613872,167621238,167623740,167630692,167632427,
1863	TCONS_00005649	chr3	+	167621114	167632819	167632819	167632819	4	167621114,167623650,167630573,167632614,	167621238,167623740,167630692,167632819,
1863	TCONS_00005650	chr3	+	167621185	167640430	167640430	167640430	4	167621185,167623650,167639731,167640176,	167621238,167623740,167639824,167640430,
1863	TCONS_00007039	chr3	+	167630500	167632699	167632699	167632699	2	167630500,167632614,	167630692,167632699,
1863	TCONS_00005651	chr3	+	167632926	167640418	167640418	167640418	4	167632926,167633544,167639731,167640176,	167632991,167633698,167639824,167640418,
1866	TCONS_l2_00018993	chr3	+	167966419	168031892	168031892	168031892	3	167966419,168027092,168031858,	167967815,168027227,168031892,
1866	TCONS_l2_00019973	chr3	+	168006340	168009016	168009016	168009016	2	168006340,168008927,	168006796,168009016,
1870	TCONS_l2_00019975	chr3	+	168509928	168511902	168511902	168511902	2	168509928,168511802,	168510109,168511902,
1871	TCONS_00005654	chr3	+	168619732	168639784	168639784	168639784	5	168619732,168621153,168626074,168628459,168639519,	168619767,168621328,168626201,168628602,168639784,
1872	TCONS_00005655	chr3	+	168720861	168723254	168723254	168723254	2	168720861,168722946,	168720982,168723254,
1872	TCONS_00006707	chr3	-	168746749	168749572	168749572	168749572	2	168746749,168749446,	168746958,168749572,
1879	TCONS_00005403	chr3	-	169672015	169684522	169684522	169684522	2	169672015,169683765,	169672995,169684522,
1879	TCONS_00007041	chr3	+	169683928	169684501	169684501	169684501	2	169683928,169684413,	169684187,169684501,
1882	TCONS_00006308	chr3	+	170046225	170072227	170072227	170072227	2	170046225,170071333,	170046704,170072227,
1882	TCONS_00005656	chr3	+	170063465	170071749	170071749	170071749	2	170063465,170071333,	170063518,170071749,
1891	TCONS_00005658	chr3	+	171185872	171187422	171187422	171187422	2	171185872,171187365,	171186044,171187422,
1894	TCONS_00005881	chr3	-	171594141	171618530	171618530	171618530	3	171594141,171616963,171618240,	171594186,171617055,171618530,
1894	TCONS_00005659	chr3	+	171612225	171613030	171613030	171613030	2	171612225,171612648,	171612313,171613030,
1898	TCONS_l2_00019618	chr3	-	172142212	172144915	172144915	172144915	2	172142212,172142748,	172142376,172144915,
1899	TCONS_00005882	chr3	-	172278677	172313217	172313217	172313217	3	172278677,172312250,172313192,	172278859,172312371,172313217,
1899	TCONS_00005883	chr3	-	172278690	172313397	172313397	172313397	4	172278690,172292062,172312250,172313192,	172278859,172292130,172312371,172313397,
1899	TCONS_00005475	chr3	-	172308502	172312373	172312373	172312373	2	172308502,172312250,	172311504,172312373,
1899	TCONS_00006708	chr3	-	172312091	172313217	172313217	172313217	2	172312091,172313192,	172312371,172313217,
1913	TCONS_00006312	chr3	+	174158792	174177240	174177240	174177240	3	174158792,174176303,174177030,	174158822,174176386,174177240,
1913	TCONS_00006311	chr3	+	174158792	174176555	174176555	174176555	2	174158792,174176303,	174158822,174176555,
1913	TCONS_00006313	chr3	+	174176207	174177068	174177068	174177068	2	174176207,174177030,	174176386,174177068,
1914	TCONS_00006314	chr3	+	174268419	174309187	174309187	174309187	2	174268419,174308734,	174268427,174309187,
1915	TCONS_00006315	chr3	+	174452689	174455769	174455769	174455769	2	174452689,174455430,	174452745,174455769,
1929	TCONS_00007042	chr3	+	176262493	176276728	176276728	176276728	3	176262493,176262727,176276508,	176262642,176262909,176276728,
1929	TCONS_00006316	chr3	+	176262673	176283222	176283222	176283222	3	176262673,176276508,176282848,	176262909,176276728,176283222,
1930	TCONS_00005886	chr3	-	176321930	176353320	176353320	176353320	3	176321930,176352132,176353228,	176322474,176352323,176353320,
1930	TCONS_00007309	chr3	-	176322119	176354567	176354567	176354567	6	176322119,176344044,176347722,176352132,176353228,176354434,	176322474,176344134,176347872,176352323,176353411,176354567,
1930	TCONS_00005887	chr3	-	176344066	176352245	176352245	176352245	3	176344066,176347722,176352132,	176344134,176347867,176352245,
1935	TCONS_00005890	chr3	-	177055415	177066954	177066954	177066954	3	177055415,177056214,177066835,	177055720,177056312,177066954,
1939	TCONS_00007046	chr3	+	177483364	177484684	177484684	177484684	3	177483364,177483525,177484470,	177483448,177483621,177484684,
1940	TCONS_00005666	chr3	+	177652610	177655450	177655450	177655450	3	177652610,177652977,177655326,	177652751,177653272,177655450,
1949	TCONS_00005477	chr3	-	178819158	178865761	178865761	178865761	3	178819158,178850556,178865703,	178819343,178850659,178865761,
1952	TCONS_00006712	chr3	-	179243601	179245572	179245572	179245572	2	179243601,179245502,	179243758,179245572,
1959	TCONS_00005667	chr3	+	180131961	180140294	180140294	180140294	2	180131961,180139638,	180132245,180140294,
1959	TCONS_00006321	chr3	+	180131969	180175507	180175507	180175507	2	180131969,180175444,	180132245,180175507,
1959	TCONS_00006320	chr3	+	180131969	180140277	180140277	180140277	2	180131969,180139874,	180132245,180140277,
1959	TCONS_00005668	chr3	+	180131999	180140168	180140168	180140168	2	180131999,180139874,	180132184,180140168,
1959	TCONS_00007047	chr3	+	180132037	180220736	180220736	180220736	2	180132037,180220693,	180132245,180220736,
1960	TCONS_l2_00019629	chr3	-	180244942	180302450	180302450	180302450	5	180244942,180283795,180284514,180301287,180302135,	180245035,180283928,180284649,180301351,180302450,
1960	TCONS_l2_00019628	chr3	-	180244942	180302151	180302151	180302151	4	180244942,180283795,180284514,180302135,	180245035,180283928,180284649,180302151,
1960	TCONS_l2_00020278	chr3	-	180284505	180319723	180319723	180319723	3	180284505,180302135,180319634,	180284649,180302465,180319723,
1962	TCONS_00006715	chr3	-	180565316	180588352	180588352	180588352	2	180565316,180587834,	180565412,180588352,
1962	TCONS_00006322	chr3	+	180585946	180589258	180589258	180589258	2	180585946,180587855,	180586083,180589258,
1962	TCONS_00005442	chr3	+	180586548	180588570	180588570	180588570	2	180586548,180587855,	180586624,180588570,
1967	TCONS_00005898	chr3	-	181251964	181253662	181253662	181253662	3	181251964,181252438,181253572,	181252249,181252835,181253662,
1967	TCONS_00005899	chr3	-	181252399	181253662	181253662	181253662	2	181252399,181253572,	181252832,181253662,
1967	TCONS_00005900	chr3	-	181252402	181253669	181253669	181253669	2	181252402,181253572,	181252835,181253669,
1968	TCONS_00006717	chr3	-	181281326	181283447	181283447	181283447	2	181281326,181283290,	181281638,181283447,
1970	TCONS_l2_00019022	chr3	+	181584137	181584824	181584824	181584824	2	181584137,181584701,	181584387,181584824,
1971	TCONS_l2_00019024	chr3	+	181670145	181728454	181728454	181728454	8	181670145,181671314,181689619,181690131,181690983,181717976,181718905,181721598,	181670258,181671525,181689694,181690301,181691133,181718294,181719155,181728454,
1971	TCONS_l2_00019023	chr3	+	181670145	181721526	181721526	181721526	8	181670145,181671314,181689619,181690131,181690983,181717976,181718905,181720561,	181670258,181671525,181689694,181690301,181691133,181718294,181719548,181721526,
1971	TCONS_l2_00019995	chr3	+	181670160	181718050	181718050	181718050	7	181670160,181671314,181689351,181689619,181690131,181690983,181717976,	181670258,181671525,181689522,181689694,181690301,181691133,181718050,
1971	TCONS_l2_00019996	chr3	+	181670161	181691133	181691133	181691133	5	181670161,181671314,181689619,181690131,181690983,	181670258,181671525,181689694,181690301,181691133,
1971	TCONS_l2_00019997	chr3	+	181670166	181721826	181721826	181721826	8	181670166,181671334,181689619,181690131,181690983,181717976,181718905,181720561,	181670258,181671525,181689694,181690301,181691133,181718294,181719548,181721826,
1971	TCONS_l2_00019998	chr3	+	181670173	181720910	181720910	181720910	3	181670173,181690983,181718905,	181670258,181691133,181720910,
1971	TCONS_l2_00019025	chr3	+	181670176	181728449	181728449	181728449	7	181670176,181689619,181690131,181690983,181717976,181718905,181721598,	181671525,181689694,181690301,181691133,181718294,181719155,181728449,
1971	TCONS_l2_00019999	chr3	+	181670191	181689667	181689667	181689667	4	181670191,181671314,181689351,181689619,	181670258,181671525,181689507,181689667,
1971	TCONS_00006718	chr3	-	181782595	181787995	181787995	181787995	2	181782595,181787862,	181782726,181787995,
1972	TCONS_00005673	chr3	+	181839671	181859925	181859925	181859925	2	181839671,181859762,	181839985,181859925,
1972	TCONS_00006719	chr3	-	181867282	181894892	181894892	181894892	4	181867282,181875080,181893501,181894770,	181867393,181875250,181893665,181894892,
1972	TCONS_00007316	chr3	-	181875145	181893617	181893617	181893617	2	181875145,181893501,	181875250,181893617,
1972	TCONS_00007317	chr3	-	181893446	181895007	181895007	181895007	2	181893446,181894770,	181893665,181895007,
1974	TCONS_00005674	chr3	+	182082934	182086044	182086044	182086044	2	182082934,182085905,	182083123,182086044,
1975	TCONS_00005675	chr3	+	182200734	182206014	182206014	182206014	2	182200734,182205513,	182200890,182206014,
1975	TCONS_l2_00019638	chr3	-	182215995	182229636	182229636	182229636	3	182215995,182221866,182229592,	182216211,182222238,182229636,
1975	TCONS_l2_00019637	chr3	-	182215995	182222490	182222490	182222490	3	182215995,182221866,182222459,	182216211,182222242,182222490,
1975	TCONS_l2_00020284	chr3	-	182216051	182224912	182224912	182224912	4	182216051,182221866,182222459,182224870,	182216211,182222242,182222502,182224912,
1976	TCONS_l2_00020002	chr3	+	182362001	182373668	182373668	182373668	5	182362001,182362255,182362605,182367670,182373609,	182362103,182362361,182362812,182367788,182373668,
1976	TCONS_l2_00019027	chr3	+	182362642	182367771	182367771	182367771	2	182362642,182367670,	182362812,182367771,
1977	TCONS_00005902	chr3	-	182501023	182511182	182511182	182511182	2	182501023,182510935,	182502653,182511182,
1977	TCONS_00007318	chr3	-	182506062	182508355	182508355	182508355	2	182506062,182508252,	182506214,182508355,
1978	TCONS_00007319	chr3	-	182698646	182703735	182703735	182703735	2	182698646,182703608,	182698723,182703735,
1978	TCONS_00006328	chr3	+	182699181	182704748	182704748	182704748	2	182699181,182704346,	182699275,182704748,
1985	TCONS_l2_00020003	chr3	+	183602711	183605782	183605782	183605782	2	183602711,183605350,	183602995,183605782,
1985	TCONS_l2_00020286	chr3	-	183613836	183622086	183622086	183622086	5	183613836,183614002,183615908,183617202,183621982,	183613905,183614144,183616223,183617262,183622086,
1989	TCONS_00007321	chr3	-	184096017	184097565	184097565	184097565	2	184096017,184097378,	184096165,184097565,
1989	TCONS_00007049	chr3	+	184096017	184097565	184097565	184097565	2	184096017,184097405,	184097291,184097565,
1990	TCONS_00005677	chr3	+	184222900	184226187	184226187	184226187	2	184222900,184225527,	184222967,184226187,
1990	TCONS_00005903	chr3	-	184264501	184274706	184274706	184274706	2	184264501,184274599,	184264965,184274706,
1992	TCONS_00006331	chr3	+	184429981	184433265	184433265	184433265	2	184429981,184432818,	184430206,184433265,
1992	TCONS_00006332	chr3	+	184433379	184477461	184477461	184477461	2	184433379,184477407,	184433962,184477461,
1992	TCONS_00007053	chr3	+	184433592	184456543	184456543	184456543	4	184433592,184451822,184455339,184456422,	184433962,184452028,184455559,184456543,
1992	TCONS_00007052	chr3	+	184433592	184445372	184445372	184445372	2	184433592,184445187,	184433962,184445372,
1992	TCONS_00006333	chr3	+	184433598	184457421	184457421	184457421	4	184433598,184451822,184455339,184456422,	184433962,184451888,184455559,184457421,
1992	TCONS_00006334	chr3	+	184433642	184446675	184446675	184446675	4	184433642,184443890,184445187,184446638,	184433962,184443993,184445368,184446675,
1992	TCONS_00006335	chr3	+	184433831	184456715	184456715	184456715	3	184433831,184455339,184456422,	184433962,184455559,184456715,
1992	TCONS_00006336	chr3	+	184445192	184456749	184456749	184456749	4	184445192,184451822,184455339,184456422,	184445368,184451888,184455559,184456749,
1992	TCONS_00006337	chr3	+	184451846	184456867	184456867	184456867	3	184451846,184455339,184456422,	184452028,184455559,184456867,
1992	TCONS_00007054	chr3	+	184455325	184456747	184456747	184456747	2	184455325,184456422,	184455559,184456747,
1992	TCONS_l2_00020288	chr3	-	184474176	184490943	184490943	184490943	3	184474176,184483107,184490767,	184476441,184483257,184490943,
1992	TCONS_l2_00019640	chr3	-	184476250	184483256	184483256	184483256	2	184476250,184483107,	184476441,184483256,
1992	TCONS_00006338	chr3	+	184491163	184494210	184494210	184494210	3	184491163,184493763,184493954,	184491422,184493826,184494210,
1995	TCONS_00005678	chr3	+	184880658	184898371	184898371	184898371	4	184880658,184895103,184897727,184898290,	184880954,184895226,184897797,184898371,
2000	TCONS_00006340	chr3	+	185543988	185545049	185545049	185545049	2	185543988,185545007,	185544903,185545049,
2001	TCONS_l2_00019040	chr3	+	185677627	185694029	185694029	185694029	4	185677627,185686267,185689403,185692954,	185677663,185686438,185689653,185694029,
2001	TCONS_l2_00020006	chr3	+	185677731	185698658	185698658	185698658	4	185677731,185689403,185692954,185697446,	185677867,185689653,185693145,185698658,
2001	TCONS_l2_00020007	chr3	+	185677755	185689635	185689635	185689635	3	185677755,185686267,185689403,	185677867,185686497,185689635,
2001	TCONS_l2_00020008	chr3	+	185677757	185693547	185693547	185693547	4	185677757,185686267,185689403,185692954,	185677867,185686506,185689653,185693547,
2001	TCONS_l2_00019041	chr3	+	185677773	185698761	185698761	185698761	5	185677773,185686267,185689403,185692954,185697446,	185677867,185686438,185689653,185693145,185698761,
2001	TCONS_l2_00019042	chr3	+	185677844	185693278	185693278	185693278	3	185677844,185689403,185692954,	185677867,185689653,185693278,
2001	TCONS_l2_00020009	chr3	+	185689403	185697910	185697910	185697910	4	185689403,185692954,185693801,185697446,	185689653,185693145,185693958,185697910,
2001	TCONS_l2_00019043	chr3	+	185693878	185698761	185698761	185698761	2	185693878,185697446,	185693986,185698761,
2005	TCONS_00006341	chr3	+	186156943	186163700	186163700	186163700	3	186156943,186158770,186162694,	186157284,186158910,186163700,
2005	TCONS_00006342	chr3	+	186157095	186175019	186175019	186175019	3	186157095,186158770,186174812,	186157284,186158968,186175019,
2005	TCONS_00007056	chr3	+	186157252	186163139	186163139	186163139	3	186157252,186158770,186162694,	186157284,186158968,186163139,
2005	TCONS_00007057	chr3	+	186158071	186163139	186163139	186163139	3	186158071,186158770,186162694,	186158198,186158910,186163139,
2005	TCONS_00007058	chr3	+	186158071	186163139	186163139	186163139	3	186158071,186158770,186162694,	186158237,186158910,186163139,
2005	TCONS_00005680	chr3	+	186158133	186162980	186162980	186162980	3	186158133,186158770,186162694,	186158198,186158968,186162980,
2005	TCONS_00006343	chr3	+	186158159	186168464	186168464	186168464	4	186158159,186158770,186162776,186168196,	186158198,186158910,186163622,186168464,
2005	TCONS_00005681	chr3	+	186158168	186163031	186163031	186163031	3	186158168,186158770,186162694,	186158237,186158968,186163031,
2005	TCONS_00005682	chr3	+	186158192	186162847	186162847	186162847	4	186158192,186158770,186159633,186162694,	186158237,186158910,186159870,186162847,
2005	TCONS_00005683	chr3	+	186158776	186168485	186168485	186168485	2	186158776,186168196,	186158910,186168485,
2005	TCONS_00007059	chr3	+	186159560	186164320	186164320	186164320	2	186159560,186162694,	186159870,186164320,
2005	TCONS_00005404	chr3	-	186172770	186211450	186211450	186211450	8	186172770,186173224,186173776,186173952,186175129,186195951,186209900,186210894,	186172963,186173562,186173834,186174393,186175419,186196190,186210079,186211450,
2005	TCONS_00005905	chr3	-	186172770	186173825	186173825	186173825	3	186172770,186173436,186173776,	186172963,186173562,186173825,
2005	TCONS_00006724	chr3	-	186172792	186173523	186173523	186173523	2	186172792,186173436,	186172963,186173523,
2005	TCONS_00005906	chr3	-	186173327	186175194	186175194	186175194	5	186173327,186173510,186173776,186174185,186175129,	186173436,186173562,186173834,186174335,186175194,
2005	TCONS_00007323	chr3	-	186173420	186176140	186176140	186176140	4	186173420,186174185,186175129,186175873,	186173562,186174335,186175419,186176140,
2005	TCONS_00005907	chr3	-	186175241	186176271	186176271	186176271	2	186175241,186175873,	186175419,186176271,
2005	TCONS_00006725	chr3	-	186183986	186210724	186210724	186210724	4	186183986,186195951,186209900,186210469,	186184389,186196190,186210079,186210724,
2005	TCONS_00005684	chr3	+	186194515	186196159	186196159	186196159	2	186194515,186195873,	186194919,186196159,
2005	TCONS_00006344	chr3	+	186210911	186212820	186212820	186212820	2	186210911,186212483,	186211683,186212820,
2008	TCONS_00005685	chr3	+	186525480	186535910	186535910	186535910	2	186525480,186535565,	186525675,186535910,
2008	TCONS_00005910	chr3	-	186528668	186543310	186543310	186543310	4	186528668,186541333,186542230,186543095,	186529937,186541410,186542501,186543310,
2012	TCONS_00005686	chr3	+	187166632	187167238	187167238	187167238	2	187166632,187167038,	187166678,187167238,
2015	TCONS_00005687	chr3	+	187513974	187523046	187523046	187523046	2	187513974,187522615,	187514151,187523046,
2015	TCONS_00005688	chr3	+	187514042	187522925	187522925	187522925	3	187514042,187522004,187522615,	187514151,187522174,187522925,
2016	TCONS_00006730	chr3	-	187676547	187679189	187679189	187679189	2	187676547,187679075,	187676751,187679189,
2016	TCONS_00005911	chr3	-	187676562	187684755	187684755	187684755	2	187676562,187684516,	187676751,187684755,
2016	TCONS_00005478	chr3	-	187683555	187694195	187694195	187694195	2	187683555,187694113,	187684997,187694195,
2017	TCONS_00005912	chr3	-	187715209	187721778	187721778	187721778	2	187715209,187721688,	187715546,187721778,
2017	TCONS_00005913	chr3	-	187719487	187721194	187721194	187721194	2	187719487,187721066,	187720367,187721194,
